url,name,abbr,
http://www.asian-transactions.org/,Asian Transactions,,
http://www.aarf.asia/,Associated Asia Research Foundation,AARF,
http://www.asers.eu/asers-publishing/journals.html,"Association for Sustainable Education, Research and Science",ASERS,
http://www.theaceee.org/,Association of Computer Electronics and Electrical Engineers,ACEEE,
http://anahei.org/,Association of North America Higher Education International,ANAHEI,
http://asterpublications.org/,Aster Publications,,
http://astonjournals.com/,AstonJournals,,
http://www.athalgroup.com/Athal-Press-and-Media.aspx,Athal Press & Media,,
http://www.atharvapub.com/HomePage/,Atharva Scientific Publications,,
http://www.atiner.gr/,Athens Institute for Education and Research,ATINER,
http://www.atlas-publishing.org/index.php,"Atlas Publishing, LP",,
http://www.chesci.com/,Aufau Periodicals,AP,
http://austinpublishinggroup.org/,Austin Publishing Group,,
http://www.acrd.net.au/,Australasian Centre for Research and Development,ACRD,
http://www.aabss.org.au/,Australian Academy of Business and Social Sciences,,
http://aabl.com.au/,Australian Academy of Business Leadership,,
http://www.aiac.org.au/,Australian International Academic Centre Pty. Ltd.,,
http://www.ausinternationaljournals.com.au/,Australian International Research Consortium,Australian International Journals,
http://www.scie.org.au/,Australian Society for Commerce Industry & Engineering,SCIE,
http://www.aeuso.org/,Austrian E-Journals of Universal Scientific Organization,,
http://www.autpub.org/MWP/,Austrian Scientific Publication House,,
http://www.avantipublishers.com/,Avanti Publishers.com,,
http://www.avensonline.org/,Avens Publishing Group,,
http://avestia.com/,Avestia Publishing,,
http://www.avicenapublisher.org/,Avicena Publisher,,
http://avidscience.com/,Avid Science,,
http://www.axisjournals.com/,Axis Journals,,
http://www.wjgnet.com/,Baishideng Publishing Group,,
http://basharesearch.com/journals.htm,Basha Research Corporation,BRCORP,
http://basicresearchjournals.org/index.html,Basic Research Journals,,
http://bellpress.org/,Bell Press,,
http://benthamopen.com/,Bentham Open,,
http://www.bestjournals.in/index.php,Best Journals,,
http://www.bapress.ca/index.html,Better Advances Press,,
http://bettyjonespub.com/,Betty Jones & Sisters Publishing,,
http://www.1010press.com/,Binary Information Press,,
http://bioaccent.org/,Bio Accent/Bioaccent,,
http://biocoreopen.org/index.php,Bio Core/Biocore,,
http://www.bioflux.com.ro/,Bioflux Society,,
http://www.biohelikon.org/,Biohelikon,,
http://biohouse.us/,Biohouse Publishing Group,,
http://www.bioinfopublication.org/,BioInfo Publications,,
http://bipublication.com/index.html,BioIT international Journals,,
http://www.bacpl.org/,Biological and Chemical Publishing,,
http://www.biomedpress.org/,BioMed Press,,
http://bmrjournals.com/Home/Index,BioMed Research,,
http://www.biomedscidirect.com/aboutjournal.php,BioMedSciDirect Publications,,
http://biopublisher.ca/,BioPublisher,,
http://www.bret.ac.in/,Bioscience Research & Educational Institute [Link dead as of 2012-11-14],,
http://blazejournals.org/index.php,Blaze Journals,,
http://www.blue-ap.org/,Blue Apple Publications,,
http://blueeyesintelligence.org/,Blue Eyes Intelligence Engineering & Sciences Publication,,
http://www.borjournals.com/,Blue Ocean Research Journals,,
http://www.bluepenjournals.org/,BluePen Journals,,
http://www.bonfring.org/,Bonfring,,
http://www.bowenpublishing.com/,Bowen Publishing,,
http://brainybuzz.in/,Brainy Buzz,,
http://www.bretj.com/,Bret Research Journals,,
http://www.bjmhs.baar.org.uk/,British Association of Academic Research,BAAR,
http://www.bjournal.co.uk/,British Journal,,
http://www.borpub.com/index.php,British Open Research Publications,,
http://brnsspublicationhub.org/,BRNSS Publication Hub,,
http://www.businessjournalz.org/,Business Journalz,BJ,
http://www.bizmanagementcentre.com/,Business Management Centre,,
http://businessperspectives.org/,Business Perspectives,,
http://cafetinnova.org/,Cafet Innova Technical Society,CITS,
http://cdbenchmark.com/publishing,Cairo Center for Development Benchmarking,,
http://cscanada.net/,CSCanada,,
http://ccsenet.org/web/,Canadian Center of Science and Education,,
http://cscanada.net/,CSCanada,,
http://www.crpub.com/index.php,Canadian Research Publication,,
http://www.cansrg.com/,Canadian Science and Research Group,CANSRG,
http://canadianstpress.com/ojs/index.php,Canadian Science and Technology Press Inc.,,
http://cardiologyacademicpress.com/,Cardiology Academic Press,,
http://www.carijournals.org/,CARI Journals,,
https://www.cenetrionline.org/,Cenetri Publishing Group,,
http://www.cekinfo.org.uk/,Center for Enhancing Knowledge,"CEK, UK",
http://www.cgrd.org/,Center for Global Research Development,CGRD,
http://www.cibmp.org/,The Center for Innovations in Business & Management Practice,,
http://cennser.org/,Center for Natural Science & Engineering Research,CNSER/CenNSER,
http://www.cpinet.info/,Center for Promoting Ideas,,
http://www.cddk.org/index.html,Center for the Development and Dissemination of Knowledge,,
http://casrp.co.uk/,Center of Advanced Scientific Research and Publications,CASRP,
http://journals.cz/,Central Bohemia University Publishing,,
http://cri.ideainfinity.pk/?p=1,Central Research Insight,,
http://www.cibtech.org/index.htm,Centre For Info Bio Technology,CIBTech,
http://www.c-mric.org/,"Centre for Multidisciplinary Research, Innovation and Collaboration",C-MRiC.ORG,
http://www.ijsrit.com/page.php?cat=25,Centre for Promoting Knowledge,CPK UK,
http://www.centreofexcellence.net/,Centre of Excellence for Scientific & Research Journalism,COES&RJ,
http://cprenet.com/home/,Centre of Promoting Research Excellence,CPRE,
http://www.ceser.in/,CESER Publications,,
http://www.chitkara.edu.in/publications/journals/,Chitkara University Publications,,
https://cirworld.com/,CIRWORLD,,
https://cirworld.com/cir/,CIRWORLD [alt],,
http://clerisyonlinepublishers.org/,Clerisy Publishers,,
http://clinmedjournals.org/,ClinMed International Library,,
http://cloud-journals.com/,Cloud Journals,,
http://www.cloudpublications.org/,Cloud Publications,,
http://www.cluteinstitute.com/,The Clute Institute,,
http://www.clytoaccess.com/,Clyto Access,,
http://www.coltharpinstitute.com/,Coltharp Institute,,
http://www.uscip.org/,Columbia International Publishing,,
http://comparativejournals.org/index.php/index,Comparative Journals,,
https://comprehensiveresearchjournals.org/,Comprehensive Research Journals,,
http://www.cscjournals.org/,Computer Science Journals,,
http://www.confabjournals.com/,CONFAB Journals,,
http://www.congresspress.com/Journals/index.php/index/index,Congress Press,,
http://www.icdtdi.ca/home.html,"CONSORTIUM Intellectual Consortium of Drug Discovery and Technology Development, Inc.",ICDTD Inc.,
http://www.ijern.com/index.php,Contemporary Research Center,CRC Publications,
http://www.globalcis.org/eng/,Convergence Information Society,,
http://cosmicjournals.com/,Cosmic Journals,,
http://www.cosmosscholars.com/,Cosmos Scholars Publishing House,,
http://www.cirworld.net/,Council for Innovative Research,,
http://www.crdeep.com/,CRDEEP International Journals,,
http://crescopublications.org/,Cresco Online Publishing,,
http://crescoonline.org/,Cresco Online Publishing [alt],,
http://www.crestjournals.com/,CREST Journals,,
http://www.crownjournals.org/,Crown Journals,,
http://cscanada.net/,CSCanada,,
http://tcrjournals.com/index.php,CTR Publications,,
http://www.curresweb.com/,Current Research Web,,
http://www.cyberjournals.com/,Cyber Journals,,
http://www.sciencejournal.in/home/,DAMA International,,
http://darsgah-e-ahlebait.com/journals.php,Darsgah-e-Ahlebait,,
http://darshanpublishers.com/index.html,Darshan Publishers,,
http://www.davidpublishing.com/,David Publishing,,
http://www.davidpublisher.org/,David Publishing [alt],,
http://www.deccanpharmajournals.com/,Deccan Pharma Journals,,
http://www.denovojournal.com/,DeNovo Scientific Publishing,,
http://www.dentamedpublishing.com/,Dentamed Publishing,,
http://www.sign-ific-ance.co.uk/index.html,Design for Scientific Renaissance,,
http://www.destechpub.com/,"DEStech Publications, Inc.",,
http://dcthink.org/,Developing Country Think Tank Institute,,
http://www.dhanmedpublishers.com/,Dhan Med Publishers,,
http://didacticjournals.org/,Didactic Journals,,
http://www.dirf.org/,Digital Information Research Foundation,DIRF,
http://dscipress.com/,Digital Science Press,,
http://directresearchpublisher.org/,Direct Research Journals,,
http://www.disa.org.in/DPGroup/index.html,DISA Publication Group,DP Group,
http://www.resjournals.org/,Discourse Journals,,
http://discoveryjournals.com/,Discovery Publication,,
http://www.djjames.org/,DJ Publications,,
http://donnishjournals.org/,Donnish Journals,,
http://www.dormaj.com/,Dorma Journals,,
http://www.drbgrpublications.in/,Dr.BGR Publications,,
http://www.drunpp.ba/,DRUNPP Sarajevo,Society for Development of Teaching and Business Processes in New Net Environment in B&H,
http://www.dynamicpublishers.org/journals/index.php/index,Dynamic Publishers,,
http://www.e-century.org/,e-Century Publishing Corporation,,
https://www.ecronicon.com/,E-Cronicon,,
http://worldresearchjournals.com/,e-journal,,
shankargargh.org,e-journal [alt],,
http://esciencecentral.org/,e-Science Central,,
http://www.e3journals.org/index.php,e3Journals,,
http://eaglegp.org/,Eagle Publishing Group,,
http://www.earthjournals.org/,Earth Journals,,
http://ew-a.org/,East West Association For Advanced Studies and Higher Education,,
http://ebioscholar.com/ojs/index.php/index/index,Ebioscholar,,
http://www.ebupress.com/,Ebu Press,,
http://www.ecanadianjournals.com/ecanadian/,eCanadian Journals,,
http://www.econjournals.com/index.php/index,Econjournals,,
http://www.tesdo.org/Default.aspx,The Economics and Social Development Organization,TESDO,
http://edelweisspublications.com/edelweiss/frontend/index.php,Edelweiss Publications,,
http://www.edugait.com/,EDUGAIT Press,,
http://eijasr.com/index.php,E-International Journals of Academic & Scientific Research,EIJASR,
http://www.eisrjc.com/,E-International Scientific Research Journal Consortium,E-ISRJC,
http://www.internationaljournalesrg.org/,Eighth Sense Research Group,,
http://www.eijo.in/,Einstein International Journal Organization,EIJO,
http://www.eisrjc.com/,EISRJC Journals,E-International Scientific Research Journal Consortium,
http://www.ejmscience.com/journals/,"eJM Science, eJManager",eJM,
http://www.ejarr.com/,eJournals of Academic Research & Reviews,,
http://www.ekojournal.com/,Eko Journal,,
http://www.theelearninginstitute.org/,eLearning Institute,,
http://ecisi.com/,Electronic Center for International Scientific Information,,
http://www.m.elewa.org/index.php,Elewa Bio Sciences,,
http://elitehall.elitehall.com/,Elite Hall Publishing House,,
http://www.eliteresearchjournals.org/,Elite Research Journals,,
http://www.elkjournals.com/,ELK Asia Pacific Journals,,
http://www.science-fellows.org/,ElmCore Journals,,
http://www.elmerpress.com/,Elmer Press,,
http://elvedit.com/,ELVEDIT.COM,,
http://www.elynsgroup.com/Default.aspx,Elyns Publishing Group,,
http://www.emergingresource.org/index.html,Emerging Academy Resources,EAR,
http://etpub.com/,Engineering and Technology Publishing,,
http://www.enggjournals.com/,Engineering Journals/Engg Journals Publications,Engg Journals Publications,
http://ephjournal.com/,Engineering Publication House,,
https://www.erpublication.org/,Engineering Research Publication,,
http://www.erpublications.com/,Enhanced Research Publications,ER Publications,
http://www.enlivenarchive.org/,Enliven Archive,,
http://www.printjournals.com/,Enriched Science Publication,,
http://www.enviropublishers.com/,Enviro Publishers,,
http://www.enviropublishers.com/,Enviro Research Publishers [alt],,
http://www.researchersworld.com/ermp.html,ERM Publications/Educational Research Multimedia & Publications,,
http://ephjournal.com/,EPH Journal/Engineers Publication House,,
http://epixpub.com/,EPIX PUB,EPIXPUB,
http://eprajournals.com/,EPRA Journals,,
http://eprawisdom.com/,EPRA Wisdom,,
http://eruditejournals.org/ejb/index.htm,Erudite Journals Limited,,
http://www.esrsa.org/,ESRSA Publication — Engineering and Science Research Support Academy,,
http://www.escijournals.net/,ESci Journals Publishing,,
http://escipub.com/,eScience Publisher,eSciPub,
http://etamaths.com/,ETA Maths Journals,,
http://www.ethanpublishing.com/,Ethan Publishing Company,,
http://eurasianacademy.org/,Eurasian Academy of Sciences,Avrasya Bilimler Akademisi,
http://www.eurasianpublications.com/,Eurasian Publications,,
http://www.erepub.com/,Eurasian Research Publishing,,
http://euroasia-science.ru/en/about/,Eurasian Union of Scientists,Eurasian Scientific Union ESU | Евразийский Союз Учёных ЕСУ,
http://www.euroasiapub.org/,Euro Asia Research and Development Association,,
http://eurojournals.com/,EuroJournals,,
http://ea-journals.org/index.php,European-American Journals,,
http://euser.org/,European Center for Science Education and Research,EUSER,
http://www.ejobm.org/,European Journals of Business Management,EJoBM,
http://oapub.org/edu/index.php/index,European Journals of Education Studies,,
http://europe-science.com/en/,The European Scientific Community,,
http://www.eurpub.com/,European Union Research Publishing,,
http://everant.in/,Everant,,
http://www.everscience.org/index.html,EverScience Publications,,
http://ojs.excelingtech.co.uk/,"ExcelingTech Publishing Company, Ltd.",,
http://www.excellentpublishers.com/,Excellent Publishers,,
http://www.excellentwordjournals.org/index.html,Excellent Word Journals,,
http://excelyticspublishers.com/,Excelytics Publishers,,
http://www.expertjournals.com/,Expert Journals,,
http://www.fareastjournals.com/,Far East Research Centre,,
http://ficuspublishers.com/Home.php,Ficus Publishers,,
http://onlinejournal.in/,Finlogy,,
http://firepubs.com/index.php,Focus in Research & Education/Firepubs,FIRE,
http://www.fopras.org/,Foundation for Promotion of Basic & Applied Science,FOPRAS,
http://www.fspublishers.org/index.php,Friends Science Publishers,FSP,
http://www.frontiersin.org/,Frontiers,,
https://www.bioscience.org/,Frontiers in Bioscience,FBS,
http://fssh-journal.org/,FSSH Scholarly Journals,,
http://fundamentaljournals.org/,Fundamental Journals,,
http://frdint.com/index.html,Fundamental Research and Development International,FRDI,
http://www.futureacademy.org.uk/,Future Academy,,
http://www.gkpublication.in/,Galore Knowledge Publication Pvt. Ltd.,,
http://www.gathacognition.com/,Gatha Cognition,,
http://gavinpublishers.org/,Gavin Publishers,,
http://www.gbspublisher.com/,GBS Publishers & Distributors,,
http://gpublication.com/,Genexcellence Publication/G Publications,,
http://grsci-techpress.org/,German Science and Technology Press,,
http://gexinonline.com/,Gexin Publications,,
http://www.globalacademicinstitute.com/,Global Academic Institute,,
http://garj.org/,Global Advanced Research Journals,,
http://www.globalbizresearch.org/index.php,Global Business Research Journals,,
http://www.gifre.org/,Global Institute for Research and Education,,
http://iashe.eu/en/periodicals-journals-academy,International Academy of Science and Higher Education,,
http://www.paripex.in/,The Global Journals,,
http://globaljournals.us/,"Global Journals, Inc.",,
http://globalopenjournals.org/,Global Open Journals,,
http://globalopenaccess.com/,Global Openaccess,,
http://gpcpublishing.com/,Global Publishing Corporation,,
http://www.globalresearchjournals.org/,Global Research Journals,,
http://www.globalresearchonline.net/,Global Research Online,,
http://www.grpjournal.org/,Global Research Publishing,GRP,
http://www.grjournals.com/,Global Researchers Journals,,
http://www.globalscholarsjournals.org/,Global Scholars Journals,,
http://european-science.org/en/,Global Science Center LP,,
http://globalsciencepg.org/,Global Science Publishing Group,,
http://globalscienceresearchjournals.org/,Global Science Research Journals,,
http://globalpublication.org/index.html,"Global Scientific, Inc.",,
http://www.gsrjournals.com/,Global Scientific Research Journals,GSR,
http://gssrr.org/index.php?journal=gssrr&page=index,Global Society of Scientific Research and Researchers,GSSRR,
http://www.gtia.co.in/,Global Technocrats & Intellectual’s Association,GTIA,
http://globalskope.com/ijesr/index.html,GlobalSkope Publishing Society,,
http://www.gnosisoa.org/,Gnosis Open Access Publishers [Link dead; re-branded as,,
http://www.gratisoa.org/,Gratis Open Access Publishers,,
http://www.ijcns.com/,Gopalax,,
http://grabstrust.com/,GRABS Educational Charitable Trust,,
http://grantmedicaljournals.org/,Grant Medical Journals,GMJ,
http://www.graphyonline.com/index.php,Graphy Publications,,
http://www.gratisoa.org/,Gratis Open Access Publishers,,
http://grdspublishing.org/,GRDS Publishing,,
http://www.gejournal.net/index.html,Green Earth Research Network,,
http://www.ggfagro.com/,Green Global Foundation,GGF,
http://www.gjournals.org/,Greener Journals,,
http://www.garph.co.uk/index.html,Greenfield Advanced Research Publishing House,,
http://growingscience.com/index.html,Growing Science Publishing Company,,
http://www.gspublishers.com/,GS Publishers,,
http://gsblifesciences.org/index.php,GSB Life Sciences,,
http://gscience.gurpukur.com/,Gurpukur Research Institute,GPRI,g-Science
http://gyancity.com/,Gyancity Research Lab Private Limited,,
http://www.halmacresearch.org/,Halmac Research [Link dead as of 2016-05-23],,
http://www.hanspub.org/,"Hans Publishers, Inc.","HansPub, 汉斯",
http://hkbpublications.com/,Har Krishan Bhalla & Sons,HKB Publications,
http://www.heighpubs.com/,Heighten Science Publications,HSP,
http://helicsonline.net/,Helics Scientific Network,Helics Group,
http://www.hendun.org/,Hendun Research Access,,
http://www.henrypublishinggroup.com/,Henry Publishing Group,,
http://heraldjournals.org/index.htm,Herald International Research Journals,,
http://www.heraldopenaccess.us/,Herald Scholarly Open Access,,
http://www.hoajonline.com/,Herbert Open Access Journals,Herbert Publications,
http://www.m-hikari.com/,Hikari Ltd.,,
http://www.e-hilaris.com/index.html,Hilaris,,
http://www.researchjournal.co.in/index.html,Hind Agri-Horticultural Society,HAHS/HIND Institutes/Research Journals,
http://www.horizonjournals.org/,Horizon Journals,,
http://www.hrpub.org/,Horizon Research Publishing,,
http://www.humanpub.org/,Human and Sciences Publications,HumanPub,
http://hrmars.com/index.php?page=our%20journals%20f,Human Resource Management Academic Research Society,HRMARS,
http://www.irjcjournals.org/,iExplore International Research Journals Consortium,IIRJC,
http://www.iamure.com/,IAMURE Multidisciplinary Research,,
http://ibai-publishing.org/,ibai-publishing,,
http://www.ibimapublishing.com/,IBIMA Publishing,,
http://www.icgst.com/,ICGST,,
https://www.iconceptpress.com/,iConcept Press Ltd.,,
http://www.ictactjournals.in/index.aspx,ICTACT Journal,,
http://www.id-press.eu/,Id Press / ID Design,,
http://www.ieripress.com/,IERI & PRESS,,
http://igmpublication.org/index.html,IGM Publication,,
http://www.iiardonline.org/,IIARD Publication Company,International Institute of Academic Research and Development,IIARD
http://www.ijarsgroup.com/,iJARS Group,,
http://ijbsse.org/,Ijbsse.org,,
http://www.ijmanager.org/,ijManager – Online Journal Management,,
http://ijrcm.org.in/,IJRCM,,
http://www.ijmhr.org/index.html,IMED Research Publications,,
http://www.imedpharm.com/,iMedPharm,,
http://imed.pub/,iMed.pub,,
http://www.impactjournals.com/,Impact Journals,"New York State, USA",
http://www.impactjournals.us/index.php,Impact Journals,"Tamil Nadu, India",
http://www.imperialjournals.com/,Imperial Journals,,
http://imprintsonline.org/index.php,Imprints Open Access,,
http://iaraedu.com/,Indian Academicians and Researchers Association,IARA,
http://www.iseeadyar.org/,Indian Society for Education and Environment,ISEE,
http://indianresearchjournals.com/Default.aspx,IndianResearchJournals.Com,,
http://www.indusedu.org/,"Indus Foundation for Education, Research & Social Welfare",,
http://infinitypress.info/publisher/,Infinity Press,,
http://www.infofacility.com/journals,infofacility,,
http://infonomics-society.org/,Infonomics Society,,
http://inforesights.com/,Inforesights Publishing,,
http://www.informaticsjournals.com/,Informatics Journals,,
http://www.ier-institute.org/index.htm,Information Engineering Research Institute,IERI,
http://ingenin.org/,Ingenious Enterprises International,INGENIN,
http://innovareacademics.in/,Innovare Academic Sciences,,
http://www.innovationalpublishers.com/,Innovational Publishers,,
http://www.innovativejournal.in/,Innovative Journals,,
http://www.innovativepublication.com/,Innovative Publication,,
http://www.issr-journals.org/,Innovative Space of Scientific Research,ISSR Journals,
http://innovinc.org/,Innovinc,,
http://www.inrewi.com/home,INREWI,,
http://www.iphsci.com/index.html,Ishaan Publishing House,,
http://www.insightcore.com/,Insight Core,,
http://insightknowledge.co.uk/index.php,Insight Knowledge,,
http://imedpub.com/,Insight Medical Publishing,IMedPub,
http://www.instascijournals.info/index.php,Instaci,,
http://www.theibfr.com/,The Institute for Business and Finance Research,IBFR,
http://www.irdindia.in/,Institute for Research and Development India,IRD,
http://www.i-asr.com/journals.aspx,Institute of Advanced Scientific Research,,
http://www.theides.org/,Institute of Doctors Engineers and Scientists,IDES,
http://www.ieit-web.org/apscj/editorialboard.html,Institute of Electronic & Information Technology,,
http://iioab.webs.com/researchandpublications.htm,Institute of Integrative Omics and Applied Biotechnology,,
http://www.inlcs.org/,Institute of Language and Communication Studies,,
http://www.research-advances.org/,Institute of Research Advances,IRA,
http://iraj.in/index.php,Institute of Research and Journals,IRAJ,
http://www.theired.org/,Institute of Research Engineers and Doctors,theIRED,
http://theires.org/,Institute of Research Engineers and Scientists,,
http://www.iret.co.in/index.html,Institute of Research In Engineering and Technology,IRET,
http://www.isisworld.org/,Institute of Strategic and International Studies,,
http://www.intechweb.org/,InTech Open Access Publisher,,
http://www.intechopen.com/,InTech Open Access Publisher [alt],,
http://www.intergratedjournals.org/,Integrated Academic Journals,,
http://iirpublications.com/index.php,Integrated Intelligent Research,IIR,
http://www.ipublishing.co.in/,Integrated Publishing Association,,
http://indianscience.in/pubs/journals/,Integrated Science Publications,,
http://www.intellectualarchive.com/,Intellectual Archive,,
http://icmrr.org/index.html,Intercontinental Management Research Review,ICMRR,
http://icjpublishers.org/index.php,Interlink Continental Journals,,
http://www.intermedcentral.hk/,Intermedcentral,,
http://www.inacj.com/,International Academic Journals,,
http://www.iaph.in/,International Academic Publishing House,,
http://www.iaabr.com/,International Academy for Advancement of Business Research,IAABR,
http://www.iaster.com/index.php,International Academy for Science & Technology Education and Research,IASTER,
http://iaast.org/,"International Academy of Arts, Science & Technology",IAAST,
http://www.intl-academy.org/index.htm,International Academy of Business,,
http://www.iabe.org/,International Academy of Business & Economics,IABE,
http://iacite.org/,International Academy of Computer & IT Engineering,IACITE,
http://www.iaees.org/,International Academy of Ecology and Environmental Sciences,IAEES,
